postal_code,latitude,longitude,age_group_0,age_group_1,age_group_2,age_group_3,gender_0,gender_1,education_0,education_1,education_2,education_3,education_4,education_5,income_0,income_1,income_2,income_3,income_4,income_5,c_local_y,c_local_n,c_global_y,c_global_n,informed_y,informed_n
M4S,43.702859705882354,-79.38756647058824,2,2,0,1,4,1,0,0,0,0,2,3,0,1,3,0,0,1,4,1,4,1,4,1
M4S,43.702859705882354,-79.38756647058824,2,2,0,1,4,1,0,0,0,0,2,3,0,1,3,0,0,1,4,1,4,1,4,1
M4S,43.702859705882354,-79.38756647058824,2,2,0,1,4,1,0,0,0,0,2,3,0,1,3,0,0,1,4,1,4,1,4,1
M4S,43.702859705882354,-79.38756647058824,2,2,0,1,4,1,0,0,0,0,2,3,0,1,3,0,0,1,4,1,4,1,4,1
M4S,43.702859705882354,-79.38756647058824,2,2,0,1,4,1,0,0,0,0,2,3,0,1,3,0,0,1,4,1,4,1,4,1
M4T,43.68877572016461,-79.38701769547325,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,2,0,2
M4T,43.68877572016461,-79.38701769547325,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,2,0,2
M4V,43.685906344410874,-79.40300936555892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
M4W,43.677362058823526,-79.38089058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
M4X,43.66807532467533,-79.36965584415584,1,1,2,1,4,1,0,0,0,0,2,3,0,0,2,1,2,0,0,5,0,5,0,5
M4X,43.66807532467533,-79.36965584415584,1,1,2,1,4,1,0,0,0,0,2,3,0,0,2,1,2,0,0,5,0,5,0,5
M4X,43.66807532467533,-79.36965584415584,1,1,2,1,4,1,0,0,0,0,2,3,0,0,2,1,2,0,0,5,0,5,0,5
M4X,43.66807532467533,-79.36965584415584,1,1,2,1,4,1,0,0,0,0,2,3,0,0,2,1,2,0,0,5,0,5,0,5
M4X,43.66807532467533,-79.36965584415584,1,1,2,1,4,1,0,0,0,0,2,3,0,0,2,1,2,0,0,5,0,5,0,5
M4Y,43.66762107279693,-79.3829264367816,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,2,0,3
M4Y,43.66762107279693,-79.3829264367816,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,2,0,3
M4Y,43.66762107279693,-79.3829264367816,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,2,0,3
M5A,43.65592982171799,-79.36545024311184,2,2,0,0,2,2,0,0,3,0,1,0,0,2,0,0,1,1,3,1,0,4,3,1
M5A,43.65592982171799,-79.36545024311184,2,2,0,0,2,2,0,0,3,0,1,0,0,2,0,0,1,1,3,1,0,4,3,1
M5A,43.65592982171799,-79.36545024311184,2,2,0,0,2,2,0,0,3,0,1,0,0,2,0,0,1,1,3,1,0,4,3,1
M5A,43.65592982171799,-79.36545024311184,2,2,0,0,2,2,0,0,3,0,1,0,0,2,0,0,1,1,3,1,0,4,3,1
M5B,43.65920795454546,-79.37883125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1
M5B,43.65920795454546,-79.37883125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1
M5C,43.651528125,-79.37619609375,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,2
M5C,43.651528125,-79.37619609375,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,2
M5E,43.648779545454545,-79.3747625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
M5H,43.64958306451613,-79.38497338709678,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1
M5H,43.64958306451613,-79.38497338709678,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1
M5J,43.640783516483516,-79.37925714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
M5M,43.731749743589745,-79.41785384615385,2,1,1,0,2,2,0,0,0,1,1,2,0,0,1,1,1,1,3,1,0,4,0,4
M5M,43.731749743589745,-79.41785384615385,2,1,1,0,2,2,0,0,0,1,1,2,0,0,1,1,1,1,3,1,0,4,0,4
M5M,43.731749743589745,-79.41785384615385,2,1,1,0,2,2,0,0,0,1,1,2,0,0,1,1,1,1,3,1,0,4,0,4
M5M,43.731749743589745,-79.41785384615385,2,1,1,0,2,2,0,0,0,1,1,2,0,0,1,1,1,1,3,1,0,4,0,4
M5N,43.71100062305296,-79.41883800623053,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
